kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;type_gasinstallatie
00GXJ1;Personenauto;AUDI;AUDI A3;20230628;20210529;hatchback;ZWART;Niet geregistreerd;4;1335;1435;20080624;20080919;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1920;0;0.05;258;Nee;Nee;Nee;3390;2022;Geen oordeel;05;Ja;2023-06-28T00:00:00.000;2021-05-29T00:00:00.000;2008-06-24T00:00:00.000;2008-09-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10124;5;1896;1920;710;1400;;;e1*2001/116*0217*19;LBLSF1;FD62E011R8P60T47GG;0;D;;;;;
00GXL2;Personenauto;AUDI;AUDI A6;20240217;20210607;stationwagen;GROEN;Niet geregistreerd;6;1600;1700;20081001;20081001;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2255;0;0.08;286;Nee;Nee;Nee;4065;2023;Logisch;00;Ja;2024-02-17T00:00:00.000;2021-06-07T00:00:00.000;2008-10-01T00:00:00.000;2008-10-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;14988;5;2393;2255;750;1800;60087;;e1*2001/116*0254*17;ABDWF1;FAVJG0R4F600GG;0;D;;;;;
00HDD9;Personenauto;AUDI;AUDI A4;20231228;20121219;sedan;ZWART;Niet geregistreerd;4;1385;1485;20081024;20081024;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;1960;0;0.06;282;Nee;Nee;Nee;3330;2022;Logisch;00;Ja;2023-12-28T00:00:00.000;2012-12-19T00:00:00.000;2008-10-24T00:00:00.000;2008-10-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7634;5;1798;1960;740;1300;35137;B8;e1*2001/116*0430*08;LCDHAF1;FM6B1001R8K607MG;0;B;;;;;
00HDR2;Personenauto;AUDI;AUDI A4;20230421;20131217;stationwagen;ZWART;Niet geregistreerd;6;1595;1695;20081107;20081107;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;2190;0;0.08;282;Nee;Nee;Nee;3860;2022;Logisch;00;Ja;2023-04-21T00:00:00.000;2013-12-17T00:00:00.000;2008-11-07T00:00:00.000;2008-11-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13406;5;2698;2190;750;1600;52790;B8;e1*2001/116*0430*08;ACGKAF1;FM6B3002R8K617MG;0;C;0.00;;;;
00HDR4;Personenauto;AUDI;AUDI A4;20231024;20220813;sedan;WIT;Niet geregistreerd;4;1385;1485;20081024;20081024;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;1960;0;0.06;282;Nee;Nee;Nee;3330;2022;Logisch;00;Ja;2023-10-24T00:00:00.000;2022-08-13T00:00:00.000;2008-10-24T00:00:00.000;2008-10-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7831;5;1798;1960;740;1300;35890;B8;e1*2001/116*0430*08;LCDHAF1;FM6B1001R8K607MG;0;B;;;;;
00HDS1;Personenauto;AUDI;AUDI TT;20230528;20230216;cabriolet;GRIJS;Niet geregistreerd;4;1270;1370;20070710;20081023;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1615;0;0.11;246;Nee;Nee;Nee;0;2023;Geen oordeel;05;Ja;2023-05-28T00:00:00.000;2023-02-16T00:00:00.000;2007-07-10T00:00:00.000;2008-10-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13695;2;1984;1615;;;;;e1*2001/116*0369*03;RBWAF1;FM62Q019R8J90;0;D;;;;;
00HFF4;Personenauto;AUDI;AUDI A3;20230518;20170524;stationwagen;ZWART;Niet geregistreerd;4;1260;1360;20081031;20081031;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1845;0;0.07;258;Nee;Nee;Nee;3115;2022;Logisch;00;Ja;2023-05-18T00:00:00.000;2017-05-24T00:00:00.000;2008-10-31T00:00:00.000;2008-10-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6683;5;1390;1845;680;1200;31512;8P;e1*2001/116*0217*21;SCAXCF1;FM6AJ008R8P600GG;0;B;;;;;
00HFH8;Personenauto;AUDI;AUDI A6;20230923;20181024;stationwagen;GRIJS;Niet geregistreerd;6;1615;1715;20081029;20081029;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2270;0;0.09;286;Nee;Nee;Nee;4180;2022;Logisch;00;Ja;2023-09-23T00:00:00.000;2018-10-24T00:00:00.000;2008-10-29T00:00:00.000;2008-10-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;14188;5;2773;2270;750;1900;58160;;e1*2001/116*0254*17;ABDXF1;FAVJ00R4F600GG;0;C;;;;;
00HFJ7;Personenauto;AUDI;A4 QUATTRO;20221006;20220301;sedan;ZWART;Niet geregistreerd;4;1400;1500;20021101;20081027;Geen verstrekking in Open Data;Nee;4;4;;;;;M1;schutbord;1970;;0.08;265;Nee;Nee;Nee;;2021;Geen oordeel;05;Ja;2022-10-06T00:00:00.000;2022-03-01T00:00:00.000;2002-11-01T00:00:00.000;2008-10-27T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11413;5;1781;1970;;;;;;;;;;;;;;
00HFL3;Personenauto;AUDI;AUDI A3;20230113;20190208;stationwagen;GRIJS;Niet geregistreerd;4;1255;1355;20081101;20081101;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1840;0;0.06;258;Nee;Nee;Nee;3290;2022;Logisch;00;Ja;2023-01-13T00:00:00.000;2019-02-08T00:00:00.000;2008-11-01T00:00:00.000;2008-11-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7455;5;1896;1840;670;1400;32067;8P;e1*2001/116*0217*21;ABLSF1;FM5A4009R8P607GG;0;B;;;;;
00HFV9;Personenauto;AUDI;AUDI A3;20231105;20170109;stationwagen;ZWART;Niet geregistreerd;4;1295;1395;20081105;20081105;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1880;0;0.06;258;Nee;Nee;Nee;3350;2022;Logisch;00;Ja;2023-11-05T00:00:00.000;2017-01-09T00:00:00.000;2008-11-05T00:00:00.000;2008-11-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7389;5;1896;1880;690;1400;31814;8P;e1*2001/116*0217*20;SBLSF1;FM5A4009R8P607GG;0;B;;;;;
00HGF7;Personenauto;AUDI;AUDI A4;20230424;20131220;stationwagen;ZWART;Niet geregistreerd;4;1445;1545;20081112;20081112;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;2040;0;0.08;282;Nee;Nee;Nee;3410;2022;Logisch;00;Ja;2023-04-24T00:00:00.000;2013-12-20T00:00:00.000;2008-11-12T00:00:00.000;2008-11-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9990;5;1798;2040;750;1300;44122;B8;e1*2001/116*0430*08;ACDHBF1;FM6B1001R8K607MG;0;B;;;;;
00HHV1;Personenauto;AUDI;AUDI A4;20230627;20230119;stationwagen;ZWART;Niet geregistreerd;4;1500;1600;20090107;20090107;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;2095;0;0.08;282;Nee;Nee;Nee;3665;2023;Logisch;00;Ja;2023-06-27T00:00:00.000;2023-01-19T00:00:00.000;2009-01-07T00:00:00.000;2009-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11110;5;1984;2095;750;1500;50676;B8;e1*2001/116*0430*08;ACDNBF1;FAVW0030R8K617MG;0;B;0.00;;;;
00HHV2;Personenauto;AUDI;AUDI A3;20240111;20210617;stationwagen;BLAUW;Niet geregistreerd;4;1310;1410;20090102;20090102;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1895;0;0.08;258;Nee;Nee;Nee;3365;2023;Logisch;00;Ja;2024-01-11T00:00:00.000;2021-06-17T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7234;5;1798;1895;700;1400;35045;8P;e1*2001/116*0217*22;SCDAAF1;FD7AM006R8P607MG;0;B;0.00;;;;
00HHZ1;Personenauto;AUDI;AUDI A5;20240226;20180205;coupe;ZWART;Niet geregistreerd;4;1370;1470;20090102;20090102;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;1895;0;0.09;276;Nee;Nee;Nee;3225;2023;Logisch;00;Ja;2024-02-26T00:00:00.000;2018-02-05T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8931;4;1798;1895;730;1300;41890;B8;e1*2001/116*0430*08;CCABDF1;FM6B1001R8T600GG;0;B;;;;;
00HJH7;Personenauto;AUDI;AUDI A4;20240108;20160113;stationwagen;ZWART;Niet geregistreerd;4;1530;1630;20090108;20090108;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2125;0;0.06;282;Nee;Ja;Nee;3895;2023;Logisch;00;Ja;2024-01-08T00:00:00.000;2016-01-13T00:00:00.000;2009-01-08T00:00:00.000;2009-01-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11930;5;1968;2125;750;1700;48120;B8;e1*2001/116*0430*09;ACAGAF1;FAVW0010R8K607MG;0;C;0.00;;;;
00HJP2;Personenauto;AUDI;AUDI A6;20240127;20180330;stationwagen;BLAUW;Niet geregistreerd;6;1615;1715;20090127;20090127;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schutbord;2270;0;0.09;286;Nee;Nee;Nee;4180;2023;Logisch;00;Ja;2024-01-27T00:00:00.000;2018-03-30T00:00:00.000;2009-01-27T00:00:00.000;2009-01-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;15502;5;2773;2270;750;1900;65684;4F;e1*2001/116*0254*18;ACCEAF1;FAV1J020R4F60S57MG;0;C;;;;;
00HJP3;Personenauto;AUDI;AUDI A4;20230328;20170329;sedan;GRIJS;Niet geregistreerd;4;1385;1485;20090115;20090115;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;1960;0;0.08;282;Nee;Nee;Nee;3330;2022;Logisch;00;Ja;2023-03-28T00:00:00.000;2017-03-29T00:00:00.000;2009-01-15T00:00:00.000;2009-01-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8199;5;1798;1960;740;1300;38507;;e1*2001/116*0430*05;LCABBF1;FM6B1001R8K60;0;B;;;;;
00HJS9;Personenauto;AUDI;AUDI A4 CABRIOLET;20230115;20200620;cabriolet;BLAUW;Niet geregistreerd;4;1515;1615;20090107;20090107;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;2020;0;0.07;266;Nee;Nee;Nee;3450;2021;Logisch;00;Ja;2023-01-15T00:00:00.000;2020-06-20T00:00:00.000;2009-01-07T00:00:00.000;2009-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12869;4;1781;2020;750;1400;53798;;e1*2001/116*0177*10;KBFBF1;FM52EMR8H60;0;D;;;;;
00HKF9;Personenauto;AUDI;AUDI A4;20230819;20150828;sedan;GRIJS;Niet geregistreerd;4;1385;1485;20090108;20090108;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;1960;0;0.06;282;Nee;Nee;Nee;3330;2022;Logisch;00;Ja;2023-08-19T00:00:00.000;2015-08-28T00:00:00.000;2009-01-08T00:00:00.000;2009-01-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9202;5;1798;1960;740;1300;42493;B8;e1*2001/116*0430*09;LCDHAF1;FM6B1001R8K607MG;0;B;;;;;
00HKK5;Personenauto;AUDI;AUDI A3;20230616;20220616;stationwagen;GRIJS;Niet geregistreerd;4;1295;1395;20090124;20090124;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1880;0;0.08;258;Nee;Nee;Nee;3350;2022;Logisch;00;Ja;2023-06-16T00:00:00.000;2022-06-16T00:00:00.000;2009-01-24T00:00:00.000;2009-01-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7242;5;1798;1880;690;1400;32620;8P;e1*2001/116*0217*22;SCDAAF1;FM62Q024R8P607MG;0;C;;;;;
00HKL1;Personenauto;AUDI;AUDI A4;20230722;20190723;stationwagen;GRIJS;Niet geregistreerd;4;1495;1595;20090121;20090121;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2090;0;0.07;282;Nee;Ja;Nee;3760;2022;Geen oordeel;07;Ja;2023-07-22T00:00:00.000;2019-07-23T00:00:00.000;2009-01-21T00:00:00.000;2009-01-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10502;5;1968;2090;750;1600;44526;B8;e1*2001/116*0430*07;ACAGAF1;FM6B1002R8K607MB;0;B;;;;;
00HKS5;Personenauto;AUDI;AUDI A3;20240127;20210818;stationwagen;GRIJS;Niet geregistreerd;4;1335;1435;20090122;20090122;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1920;0;0.07;258;Nee;Nee;Nee;3390;2022;Logisch;00;Ja;2024-01-27T00:00:00.000;2021-08-18T00:00:00.000;2009-01-22T00:00:00.000;2009-01-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8195;5;1968;1920;710;1400;33273;8P;e1*2001/116*0217*22;SCBABF1;FM62Q008R8P607MG;0;C;;;;;
00HKS6;Personenauto;AUDI;AUDI A3;20230511;20140206;stationwagen;GRIJS;Niet geregistreerd;4;1335;1435;20090112;20090112;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1920;0;0.07;258;Nee;Ja;Nee;3390;2022;Logisch;00;Ja;2023-05-11T00:00:00.000;2014-02-06T00:00:00.000;2009-01-12T00:00:00.000;2009-01-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8183;5;1968;1920;710;1400;33225;8P;e1*2001/116*0217*22;SCBABF1;FM62Q008R8P607MG;0;C;;;;;
00HKZ6;Personenauto;AUDI;AUDI A4;20240215;20130212;stationwagen;GRIJS;Niet geregistreerd;4;1500;1600;20090123;20090123;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2095;0;0.08;282;Nee;Nee;Nee;3665;2023;Logisch;00;Ja;2024-02-15T00:00:00.000;2013-02-12T00:00:00.000;2009-01-23T00:00:00.000;2009-01-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11793;5;1984;2095;750;1500;52793;B8;e1*2001/116*0430*09;ACDNBF1;FAVW0030R8K617MG;0;B;0.00;;;;
00HLB1;Personenauto;AUDI;AUDI A4;20230223;20130222;stationwagen;WIT;Niet geregistreerd;4;1445;1545;20090205;20090205;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2040;0;0.08;282;Nee;Nee;Nee;3410;2022;Logisch;00;Ja;2023-02-23T00:00:00.000;2013-02-22T00:00:00.000;2009-02-05T00:00:00.000;2009-02-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9294;5;1798;2040;750;1300;42858;B8;e1*2001/116*0430*09;ACDHBF1;FM6B1001R8K607MG;0;B;;;;;
00HLG3;Personenauto;AUDI;AUDI A4;20230301;20190301;stationwagen;GRIJS;Niet geregistreerd;4;1445;1545;20090114;20090114;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2040;0;0.08;282;Nee;Nee;Nee;3410;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2019-03-01T00:00:00.000;2009-01-14T00:00:00.000;2009-01-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10000;5;1798;2040;750;1300;45665;B8;e1*2001/116*0430*09;ACDHBF1;FM6B1001R8K607MG;0;B;;;;;
00HPS2;Personenauto;AUDI;AUDI A6;20230204;20200518;sedan;GROEN;Niet geregistreerd;6;1700;1800;20090130;20090130;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schutbord;2305;0;0.12;286;Nee;Nee;Nee;4265;2022;Logisch;00;Ja;2023-02-04T00:00:00.000;2020-05-18T00:00:00.000;2009-01-30T00:00:00.000;2009-01-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;25546;5;2995;2305;750;1900;98982;4F;e1*2001/116*0254*20;LCAJAQ1;QA69L159R4F90S57MG;0;D;;;;;
00HPT7;Personenauto;AUDI;AUDI Q5;20230129;20220923;stationwagen;GRIJS;Niet geregistreerd;4;1715;1815;20090129;20090129;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2320;0;0.09;282;Ja;Nee;Nee;4405;2022;Logisch;00;Nee;2023-01-29T00:00:00.000;2022-09-23T00:00:00.000;2009-01-29T00:00:00.000;2009-01-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;14383;5;1984;2320;750;2000;61005;8R;e1*2001/116*0473*01;XCDNCQ1;QD7B5017R8R707MG;0;C;;;;;
00HRF3;Personenauto;AUDI;A4;20230701;20200518;cabriolet;ZWART;Niet geregistreerd;6;1670;1770;20020906;20090625;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. tegen schutbord onder motorkap;2100;;0.09;265;Nee;Nee;Nee;;2022;Geen oordeel;05;Ja;2023-07-01T00:00:00.000;2020-05-18T00:00:00.000;2002-09-06T00:00:00.000;2009-06-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;14146;4;2976;2100;750;1700;;;;;;;;;;;;
00HSG9;Personenauto;AUDI;AUDI A6;20230306;20220426;sedan;ZWART;Niet geregistreerd;4;1525;1625;20090305;20090305;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schutbord;2130;0;0.08;286;Nee;Nee;Nee;3690;2022;Logisch;00;Ja;2023-03-06T00:00:00.000;2022-04-26T00:00:00.000;2009-03-05T00:00:00.000;2009-03-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12132;5;1984;2130;750;1500;54140;4F;e1*2001/116*0254*20;LBPJF1;FAV1J004R4F60S57MG;0;B;0.00;;;;
00HTD4;Personenauto;AUDI;AUDI A4;20230329;20201121;stationwagen;ZWART;Niet geregistreerd;4;1500;1600;20090220;20090220;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2095;0;0.08;282;Nee;Nee;Nee;3665;2022;Logisch;00;Ja;2023-03-29T00:00:00.000;2020-11-21T00:00:00.000;2009-02-20T00:00:00.000;2009-02-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12388;5;1984;2095;750;1500;55157;B8;e1*2001/116*0430*10;ACDNBF1;FAVW0030R8K617MG;0;B;0.00;;;;
